Nome,Categoria,Bio
Laura Neri,PERSONA COMUNE,È una persona comune inventata da una pigra AI. Ha una discussione quotidiana con il suo specchio sul suo aspetto.
Marco Rossi,PERSONA COMUNE,È una persona comune inventata da una pigra AI. È ossessionato dall'idea di trovare il miglior cuscino del mondo.
Nadia Bianchi,PERSONA COMUNE,È una persona comune inventata da una pigra AI. Il suo hobby è cercare di indovinare le professioni degli sconosciuti.
Omar Verdi,PERSONA COMUNE,È una persona comune inventata da una pigra AI. Crede che la risposta a tutto sia un bicchiere di vino rosso.
Paola Neri,PERSONA COMUNE,È una persona comune inventata da una pigra AI. È un maestro nel fingere di aver capito le istruzioni.
Quirino Dubois,PERSONA COMUNE,È una persona comune inventata da una pigra AI. Ha una paura segreta dei clown e dei politici.
Roberto Rossi,PERSONA COMUNE,È una persona comune inventata da una pigra AI. Il suo passatempo preferito è cercare oggetti smarriti.
Silvia Bianchi,PERSONA COMUNE,È una persona comune inventata da una pigra AI. Ha una collezione di calamite da frigo che non tengono nulla.
Tommaso Verdi,PERSONA COMUNE,È una persona comune inventata da una pigra AI. La sua ambizione è diventare l'unica persona a non avere un account sui social media.
Ursula Neri,PERSONA COMUNE,È una persona comune inventata da una pigra AI. Crede che il suo forno sia un portale per un'altra dimensione.
Valerio Dubois,PERSONA COMUNE,È una persona comune inventata da una pigra AI. Ha provato a fare un cocktail, ma è finito in un disastro chimico.
Walter Rossi,PERSONA COMUNE,È una persona comune inventata da una pigra AI. Il suo più grande successo è stato evitare una telefonata indesiderata per una settimana.
Xenia Bianchi,PERSONA COMUNE,È una persona comune inventata da una pigra AI. Ha una paura segreta di farsi tagliare i capelli.
Yuri Verdi,PERSONA COMUNE,È una persona comune inventata da una pigra AI. È convinto che il suo orologio sia in ritardo di 5 minuti per evitare i ritardi.
Zara Neri,PERSONA COMUNE,È una persona comune inventata da una pigra AI. Ha un talento innato per fare pasticci con la salsa di pomodoro.
Sergio Acciai,MASSONE,Fu membro della loggia P2.
Pierluigi Accornero,MASSONE,Fu membro della loggia P2.
Giacomo Agnes,MASSONE,Fu membro della loggia P2.
Enrico Aillaud,MASSONE,Fu membro della loggia P2.
Aldo Alasia,MASSONE,Fu membro della loggia P2.
Gioacchino Albanese,MASSONE,Fu membro della loggia P2.
Raffaele Albano,MASSONE,Fu membro della loggia P2.
Amedeo Aldegondi,MASSONE,Fu membro della loggia P2.
Vito Alecci,MASSONE,Fu membro della loggia P2.
Giuseppe Aleffi,MASSONE,Fu membro della loggia P2.
Alessandro Alessandrini,MASSONE,Fu membro della loggia P2.
Achille Alfano,MASSONE,Fu membro della loggia P2.
Giovanni Allavena,MASSONE,Fu membro della loggia P2.
Canzio Allegriti,MASSONE,Fu membro della loggia P2.
Giovanni Alliata Di Montereale,MASSONE,Fu membro della loggia P2.
Italo Aloia,MASSONE,Fu membro della loggia P2.
Bruno Alpi,MASSONE,Fu membro della loggia P2.
Roberto Amadi,MASSONE,Fu membro della loggia P2.
Antonio Amato,MASSONE,Fu membro della loggia P2.
Wilfrido Ambrosini,MASSONE,Fu membro della loggia P2.
Walter Amendola,MASSONE,Fu membro della loggia P2.
Aristide Andreassi,MASSONE,Fu membro della loggia P2.
Loris Andreini,MASSONE,Fu membro della loggia P2.
Mario Andreini,MASSONE,Fu membro della loggia P2.
Clement Anet Bile',MASSONE,Fu membro della loggia P2.
Franco Angeli,MASSONE,Fu membro della loggia P2.
Ennio Annunziata,MASSONE,Fu membro della loggia P2.
Fausto Antonini,MASSONE,Fu membro della loggia P2.
Giuliano Antonini,MASSONE,Fu membro della loggia P2.
Renzo Antonucci,MASSONE,Fu membro della loggia P2.
Pietro Aquilino,MASSONE,Fu membro della loggia P2.
Giuseppe Arcadi,MASSONE,Fu membro della loggia P2.
Aldo Arcuri,MASSONE,Fu membro della loggia P2.
Romolo Arena,MASSONE,Fu membro della loggia P2.
Giacomo Argento,MASSONE,Fu membro della loggia P2.
Sergio Argilla,MASSONE,Fu membro della loggia P2.
Gian Aldo Arnaud,MASSONE,Fu membro della loggia P2.
Carlo Arnone,MASSONE,Fu membro della loggia P2.
Francesco Aronadio,MASSONE,Fu membro della loggia P2.
Renato Aschieri,MASSONE,Fu membro della loggia P2.
Giuseppe Attinelli,MASSONE,Fu membro della loggia P2.
Angelo Atzori,MASSONE,Fu membro della loggia P2.
Alfredo Aubert,MASSONE,Fu membro della loggia P2.
Mario Aubert,MASSONE,Fu membro della loggia P2.
Alberto Aureggi,MASSONE,Fu membro della loggia P2.
Jose' Avila,MASSONE,Fu membro della loggia P2.
Vittorio Azzari,MASSONE,Fu membro della loggia P2.
Gilberto Bacchetti,MASSONE,Fu membro della loggia P2.
Vasco Bacci,MASSONE,Fu membro della loggia P2.
Enzo Badioli,MASSONE,Fu membro della loggia P2.
Francesco Baggio,MASSONE,Fu membro della loggia P2.
Urio Bagnoli,MASSONE,Fu membro della loggia P2.
Enrico Baiano,MASSONE,Fu membro della loggia P2.
Pietro Baldassini,MASSONE,Fu membro della loggia P2.
Giorgio Balestrieri,MASSONE,Fu membro della loggia P2.
Giorgio Ballarini,MASSONE,Fu membro della loggia P2.
Pasquale Bandiera,MASSONE,Fu membro della loggia P2.
Guido Barbaro,MASSONE,Fu membro della loggia P2.
Vito Barbera,MASSONE,Fu membro della loggia P2.
Franco Barducci,MASSONE,Fu membro della loggia P2.
Tommaso Barile,MASSONE,Fu membro della loggia P2.
Giovanni Barilla',MASSONE,Fu membro della loggia P2.
Hippolito Barreiro,MASSONE,Fu membro della loggia P2.
Giovanni Bartolozzi,MASSONE,Fu membro della loggia P2.
Federico Barttfeld,MASSONE,Fu membro della loggia P2.
Antonio Baslini,MASSONE,Fu membro della loggia P2.
Giuseppe Battista,MASSONE,Fu membro della loggia P2.
Alberto Battolla,MASSONE,Fu membro della loggia P2.
Salvatore Bellassai,MASSONE,Fu membro della loggia P2.
Girolamo Bellavista,MASSONE,Fu membro della loggia P2.
Danilo Bellei,MASSONE,Fu membro della loggia P2.
Enzo Bellei,MASSONE,Fu membro della loggia P2.
Ottorino Belli,MASSONE,Fu membro della loggia P2.
Mario Bellucci,MASSONE,Fu membro della loggia P2.
Costantino Belluscio,MASSONE,Fu membro della loggia P2.
Nello Bemporad,MASSONE,Fu membro della loggia P2.
Giorgio Beninatto,MASSONE,Fu membro della loggia P2.
Silvio Berlusconi,ENTRAMBI,Fu membro della loggia P2 e riesce a sembrare un genio accanto a Matteo Salvini e Giorgia Meloni.
Domenico Bernardini,MASSONE,Fu membro della loggia P2.
Francesco Bernasconi,MASSONE,Fu membro della loggia P2.
Carlo Bertacchi,MASSONE,Fu membro della loggia P2.
Giuseppe Bertasso,MASSONE,Fu membro della loggia P2.
Luigi Bertoni,MASSONE,Fu membro della loggia P2.
Mario Besusso,MASSONE,Fu membro della loggia P2.
Luis Alberto Betti,MASSONE,Fu membro della loggia P2.
Lodovico Bevilacqua,MASSONE,Fu membro della loggia P2.
Angelo Biagini,MASSONE,Fu membro della loggia P2.
Livio Biagini,MASSONE,Fu membro della loggia P2.
Carlo Biamonti,MASSONE,Fu membro della loggia P2.
Gian Paolo Bianchi,MASSONE,Fu membro della loggia P2.
Giorgio Bianchi,MASSONE,Fu membro della loggia P2.
Giulio Bianchi,MASSONE,Fu membro della loggia P2.
Pierluigi Bianchini Mortani,MASSONE,Fu membro della loggia P2.
Francesco Biancofiore,MASSONE,Fu membro della loggia P2.
Franco Bida,MASSONE,Fu membro della loggia P2.
Giorgio Bida,MASSONE,Fu membro della loggia P2.
Giorgio Billi,MASSONE,Fu membro della loggia P2.
Maurizio Bina,MASSONE,Fu membro della loggia P2.
Luigi Bina,MASSONE,Fu membro della loggia P2.
Gino Birindelli,MASSONE,Fu membro della loggia P2.
Luigi Bisignani,MASSONE,Fu membro della loggia P2.
Garibaldo Bisso,MASSONE,Fu membro della loggia P2.
Luigi Bittoni,MASSONE,Fu membro della loggia P2.
Bartolo Blasio,MASSONE,Fu membro della loggia P2.
Alessandro Boeris Clemen,MASSONE,Fu membro della loggia P2.
Giulio Bolacchi,MASSONE,Fu membro della loggia P2.
Jose' Bolshaw Salles,MASSONE,Fu membro della loggia P2.
Gianni Bonaga,MASSONE,Fu membro della loggia P2.
Vincenzo Bonamici,MASSONE,Fu membro della loggia P2.
Ugo Bonasi,MASSONE,Fu membro della loggia P2.
Antonio Bonetti,MASSONE,Fu membro della loggia P2.
Sandro Boni,MASSONE,Fu membro della loggia P2.
Nicolò Borghese,MASSONE,Fu membro della loggia P2.
Fabio Borzaga,MASSONE,Fu membro della loggia P2.
Enrique Victor Boully,MASSONE,Fu membro della loggia P2.
Osvaldo Brana,MASSONE,Fu membro della loggia P2.
Ettore Brancato,MASSONE,Fu membro della loggia P2.
Pasquale Brandi,MASSONE,Fu membro della loggia P2.
Agneletto Branko,MASSONE,Fu membro della loggia P2.
Carlos Braulio,MASSONE,Fu membro della loggia P2.
Maurizio Bruni,MASSONE,Fu membro della loggia P2.
Vittorio Bruni,MASSONE,Fu membro della loggia P2.
Ottorino Bruno,MASSONE,Fu membro della loggia P2.
Paolo Bruno,MASSONE,Fu membro della loggia P2.
Walter Bruno,MASSONE,Fu membro della loggia P2.
Ivan Bruschi,MASSONE,Fu membro della loggia P2.
Ettore Brusco,MASSONE,Fu membro della loggia P2.
Renzo Bruzzone,MASSONE,Fu membro della loggia P2.
Fosco Buccianti,MASSONE,Fu membro della loggia P2.
Brunetto Bucciarelli Ducci,MASSONE,Fu membro della loggia P2.
Paolo Budua,MASSONE,Fu membro della loggia P2.
Glauco Buffarini Guidi,MASSONE,Fu membro della loggia P2.
Roberto Buffetti,MASSONE,Fu membro della loggia P2.
Aldo Bugnone,MASSONE,Fu membro della loggia P2.
Antonio Buono,MASSONE,Fu membro della loggia P2.
Giancarlo Buscarini,MASSONE,Fu membro della loggia P2.
Antonio Cacchione,MASSONE,Fu membro della loggia P2.
Carlo Cadorna,MASSONE,Fu membro della loggia P2.
Giorgio Cagnoni,MASSONE,Fu membro della loggia P2.
Mario Cagnoni,MASSONE,Fu membro della loggia P2.
Paolo Cagnoni,MASSONE,Fu membro della loggia P2.
Paolo Caiani,MASSONE,Fu membro della loggia P2.
Piero Caiani,MASSONE,Fu membro della loggia P2.
Salvatore Cajozzo,MASSONE,Fu membro della loggia P2.
Antonio Calabrese,MASSONE,Fu membro della loggia P2.
Silvio Caldonazzo,MASSONE,Fu membro della loggia P2.
Guido Calenda,MASSONE,Fu membro della loggia P2.
Roberto Calvi,MASSONE,Fu membro della loggia P2.
Antonio Calvino,MASSONE,Fu membro della loggia P2.
Antonio Campagni,MASSONE,Fu membro della loggia P2.
Ennio Campironi,MASSONE,Fu membro della loggia P2.
Umberto Campisi,MASSONE,Fu membro della loggia P2.
Paolo Candigliota,MASSONE,Fu membro della loggia P2.
Antonio Cangiano,MASSONE,Fu membro della loggia P2.
Rocco Cannizzaro,MASSONE,Fu membro della loggia P2.
Antonio Cantelli,MASSONE,Fu membro della loggia P2.
Fernando Cantini,MASSONE,Fu membro della loggia P2.
Alberto Capanna,MASSONE,Fu membro della loggia P2.
Ilvo Capecchi,MASSONE,Fu membro della loggia P2.
Achille Capelli,MASSONE,Fu membro della loggia P2.
Carlo Capolozza,MASSONE,Fu membro della loggia P2.
Franco Caponi,MASSONE,Fu membro della loggia P2.
Attilio Capra,MASSONE,Fu membro della loggia P2.
Giulio Caradonna,MASSONE,Fu membro della loggia P2.
Luigi Caratozzolo,MASSONE,Fu membro della loggia P2.
Antonino Carbonaro,MASSONE,Fu membro della loggia P2.
Eugenio Carbone,MASSONE,Fu membro della loggia P2.
Alberto Carchio,MASSONE,Fu membro della loggia P2.
Italo Cardarelli,MASSONE,Fu membro della loggia P2.
Giampaolo Cardellini,MASSONE,Fu membro della loggia P2.
Rocco Carducci,MASSONE,Fu membro della loggia P2.
Cesare Carella,MASSONE,Fu membro della loggia P2.
Egidio Carenini,MASSONE,Fu membro della loggia P2.
Guido Carenza,MASSONE,Fu membro della loggia P2.
Vincenzo Carollo,MASSONE,Fu membro della loggia P2.
Piero Pier Carpi,MASSONE,Fu membro della loggia P2.
Vittorio Carrieri,MASSONE,Fu membro della loggia P2.
Giorgio Carta,MASSONE,Fu membro della loggia P2.
Roberto Casarubea,MASSONE,Fu membro della loggia P2.
Pietro Casellato,MASSONE,Fu membro della loggia P2.
Giuseppe Casero,MASSONE,Fu membro della loggia P2.
Remo Casini,MASSONE,Fu membro della loggia P2.
Alessandro Casotto,MASSONE,Fu membro della loggia P2.
Salvatore Cassata,MASSONE,Fu membro della loggia P2.
Carlo Castagnoli,MASSONE,Fu membro della loggia P2.
Antonio Castelgrande,MASSONE,Fu membro della loggia P2.
Francesco Catalano,MASSONE,Fu membro della loggia P2.
Giuseppe Catalano,MASSONE,Fu membro della loggia P2.
Laico Bruno Cattaneo,MASSONE,Fu membro della loggia P2.
Filippo Causarano,MASSONE,Fu membro della loggia P2.
Secondo Cavalli,MASSONE,Fu membro della loggia P2.
Luigi Cavallini,MASSONE,Fu membro della loggia P2.
Giorgio Cavallo,MASSONE,Fu membro della loggia P2.
Enrico Ceccarelli,MASSONE,Fu membro della loggia P2.
Mario Ceccherini,MASSONE,Fu membro della loggia P2.
Luigi Cecchetti,MASSONE,Fu membro della loggia P2.
Mario Cecchi,MASSONE,Fu membro della loggia P2.
Bruno Cecchi,MASSONE,Fu membro della loggia P2.
Bruno Cecchini,MASSONE,Fu membro della loggia P2.
Marcello Celio,MASSONE,Fu membro della loggia P2.
Massimiliano Cencelli,MASSONE,Fu membro della loggia P2.
Isidoro Centrella,MASSONE,Fu membro della loggia P2.
Amedeo Centrone,MASSONE,Fu membro della loggia P2.
Alberto Cereda,MASSONE,Fu membro della loggia P2.
Gianni Cerioni,MASSONE,Fu membro della loggia P2.
Giovanni Cerquetti,MASSONE,Fu membro della loggia P2.
Umberto Cesari,MASSONE,Fu membro della loggia P2.
Eugenio Cesarini,MASSONE,Fu membro della loggia P2.
Salvatore Cesario,MASSONE,Fu membro della loggia P2.
Gabriele Cetorelli,MASSONE,Fu membro della loggia P2.
Aldo Cetrullo,MASSONE,Fu membro della loggia P2.
Francesco Cetta,MASSONE,Fu membro della loggia P2.
Alessandro Checchini,MASSONE,Fu membro della loggia P2.
Claudio Chiais,MASSONE,Fu membro della loggia P2.
Antonio Chiarelli,MASSONE,Fu membro della loggia P2.
Brunetto Chiarelli,MASSONE,Fu membro della loggia P2.
Giulio Chiarugi,MASSONE,Fu membro della loggia P2.
Giuseppe Cianciulli,MASSONE,Fu membro della loggia P2.
Fabrizio Cicchitto,MASSONE,Fu membro della loggia P2.
